0	0	5.9535e-05	-0.000118435
0	1	0	-0.000126824
0	2	4.20062e-06	-8.38924e-06
0.05	0	5.93646e-05	-0.00011826
0.05	1	3.80768e-14	-0.000126534
0.05	2	4.20062e-06	-8.27361e-06
0.1	0	5.88748e-05	-0.000117757
0.1	1	1.47146e-13	-0.00012571
0.1	2	4.20062e-06	-7.95346e-06
0.15	0	5.81258e-05	-0.000116988
0.15	1	3.08549e-13	-0.000124482
0.15	2	4.20062e-06	-7.49365e-06
0.2	0	5.72047e-05	-0.000116044
0.2	1	4.97585e-13	-0.00012301
0.2	2	4.20062e-06	-6.9661e-06
0.25	0	5.62108e-05	-0.000115027
0.25	1	6.92909e-13	-0.000121454
0.25	2	4.20062e-06	-6.4274e-06
0.3	0	5.52418e-05	-0.000114036
0.3	1	8.80508e-13	-0.000119949
0.3	2	4.20062e-06	-5.91257e-06
0.35	0	5.43841e-05	-0.00011316
0.35	1	1.05316e-12	-0.000118599
0.35	2	4.20062e-06	-5.43896e-06
0.4	0	5.37067e-05	-0.000112469
0.4	1	1.20828e-12	-0.000117482
0.4	2	4.20062e-06	-5.01238e-06
0.45	0	5.326e-05	-0.000112014
0.45	1	1.3459e-12	-0.000116646
0.45	2	4.20062e-06	-4.63236e-06
0.5	0	5.30747e-05	-0.000111825
0.5	1	1.46735e-12	-0.00011612
0.5	2	4.20062e-06	-4.2954e-06
0.55	0	5.31633e-05	-0.000111915
0.55	1	1.57437e-12	-0.000115912
0.55	2	4.20062e-06	-3.9969e-06
0.6	0	5.35199e-05	-0.000112279
0.6	1	1.66882e-12	-0.000116011
0.6	2	4.20062e-06	-3.7321e-06
0.65	0	5.41202e-05	-0.000112891
0.65	1	1.75241e-12	-0.000116388
0.65	2	4.20062e-06	-3.49658e-06
0.7	0	5.4921e-05	-0.000113708
0.7	1	1.82666e-12	-0.000116995
0.7	2	4.20062e-06	-3.28639e-06
0.75	0	5.58596e-05	-0.000114668
0.75	1	1.89287e-12	-0.000117766
0.75	2	4.20062e-06	-3.09809e-06
0.8	0	5.68554e-05	-0.000115687
0.8	1	1.95217e-12	-0.000118615
0.8	2	4.20062e-06	-2.92874e-06
0.85	0	5.78138e-05	-0.000116669
0.85	1	2.0055e-12	-0.000119444
0.85	2	4.20062e-06	-2.77584e-06
0.9	0	5.86347e-05	-0.000117511
0.9	1	2.05366e-12	-0.000120148
0.9	2	4.20062e-06	-2.63727e-06
0.95	0	5.9225e-05	-0.000118117
0.95	1	2.09733e-12	-0.000120628
0.95	2	4.20062e-06	-2.51122e-06
1	0	5.95134e-05	-0.000118413
1	1	2.13706e-12	-0.000120809
1	2	4.20062e-06	-2.39615e-06
1.05	0	5.94636e-05	-0.000118362
1.05	1	2.17335e-12	-0.000120653
1.05	2	4.20062e-06	-2.29075e-06
1.1	0	5.9082e-05	-0.00011797
1.1	1	2.2066e-12	-0.000120164
1.1	2	4.20062e-06	-2.19391e-06
1.15	0	5.84161e-05	-0.000117286
1.15	1	2.23718e-12	-0.000119391
1.15	2	4.20062e-06	-2.10465e-06
1.2	0	5.75451e-05	-0.000116393
1.2	1	2.26537e-12	-0.000118415
1.2	2	4.20062e-06	-2.02216e-06
1.25	0	5.65655e-05	-0.00011539
1.25	1	2.29144e-12	-0.000117336
1.25	2	4.20062e-06	-1.94571e-06
1.3	0	5.55771e-05	-0.000114379
1.3	1	2.31561e-12	-0.000116254
1.3	2	4.20062e-06	-1.87468e-06
1.35	0	5.46709e-05	-0.000113453
1.35	1	2.33807e-12	-0.000115262
1.35	2	4.20062e-06	-1.80853e-06
1.4	0	5.39228e-05	-0.00011269
1.4	1	2.359e-12	-0.000114436
1.4	2	4.20062e-06	-1.74679e-06
1.45	0	5.33897e-05	-0.000112146
1.45	1	2.37855e-12	-0.000113835
1.45	2	4.20062e-06	-1.68904e-06
1.5	0	5.31093e-05	-0.00011186
1.5	1	2.39684e-12	-0.000113495
1.5	2	4.20062e-06	-1.63491e-06
1.55	0	5.31005e-05	-0.000111851
1.55	1	2.41399e-12	-0.000113435
1.55	2	4.20062e-06	-1.58408e-06
1.6	0	5.33638e-05	-0.00011212
1.6	1	2.43011e-12	-0.000113656
1.6	2	4.20062e-06	-1.53627e-06
1.65	0	5.38816e-05	-0.000112648
1.65	1	2.44527e-12	-0.000114139
1.65	2	4.20062e-06	-1.49121e-06
1.7	0	5.46174e-05	-0.000113399
1.7	1	2.45956e-12	-0.000114847
1.7	2	4.20062e-06	-1.44867e-06
1.75	0	5.55155e-05	-0.000114316
1.75	1	2.47306e-12	-0.000115724
1.75	2	4.20062e-06	-1.40847e-06
1.8	0	5.65012e-05	-0.000115324
1.8	1	2.48582e-12	-0.000116694
1.8	2	4.20062e-06	-1.3704e-06
1.85	0	5.74843e-05	-0.000116331
1.85	1	2.49791e-12	-0.000117665
1.85	2	4.20062e-06	-1.33431e-06
1.9	0	5.83654e-05	-0.000117234
1.9	1	2.50937e-12	-0.000118534
1.9	2	4.20062e-06	-1.30005e-06
1.95	0	5.90471e-05	-0.000117934
1.95	1	2.52026e-12	-0.000119201
1.95	2	4.20062e-06	-1.26749e-06
2	0	5.94487e-05	-0.000118347
2	1	2.53061e-12	-0.000119583
2	2	4.20062e-06	-1.2365e-06
2.05	0	5.95205e-05	-0.00011842
2.05	1	2.54046e-12	-0.000119627
2.05	2	4.20062e-06	-1.20697e-06
2.1	0	5.92532e-05	-0.000118146
2.1	1	2.54985e-12	-0.000119325
2.1	2	4.20062e-06	-1.17881e-06
2.15	0	5.86805e-05	-0.000117558
2.15	1	2.55881e-12	-0.00011871
2.15	2	4.20062e-06	-1.15192e-06
2.2	0	5.78718e-05	-0.000116728
2.2	1	2.56737e-12	-0.000117854
