0	0	5.9535e-05	-0.000118435
0	1	0	-0.000126824
0	2	4.20062e-06	-8.38924e-06
0.005	0	5.95347e-05	-0.000118435
0.005	1	3.80768e-16	-0.000126823
0.005	2	4.20062e-06	-8.38806e-06
0.01	0	5.95337e-05	-0.000118434
0.01	1	1.52254e-15	-0.000126818
0.01	2	4.20062e-06	-8.38452e-06
0.015	0	5.95321e-05	-0.000118432
0.015	1	3.42306e-15	-0.000126811
0.015	2	4.20062e-06	-8.37863e-06
0.02	0	5.95298e-05	-0.00011843
0.02	1	6.07818e-15	-0.0001268
0.02	2	4.20062e-06	-8.37041e-06
0.025	0	5.95268e-05	-0.000118427
0.025	1	9.48186e-15	-0.000126787
0.025	2	4.20062e-06	-8.35988e-06
0.03	0	5.95232e-05	-0.000118424
0.03	1	1.36262e-14	-0.00012677
0.03	2	4.20062e-06	-8.34706e-06
0.035	0	5.9519e-05	-0.000118419
0.035	1	1.85016e-14	-0.000126751
0.035	2	4.20062e-06	-8.33198e-06
0.04	0	5.95141e-05	-0.000118414
0.04	1	2.40966e-14	-0.000126729
0.04	2	4.20062e-06	-8.31468e-06
0.045	0	5.95086e-05	-0.000118409
0.045	1	3.03982e-14	-0.000126704
0.045	2	4.20062e-06	-8.29521e-06
0.05	0	5.95025e-05	-0.000118403
0.05	1	3.73918e-14	-0.000126676
0.05	2	4.20062e-06	-8.27361e-06
0.055	0	5.94958e-05	-0.000118396
0.055	1	4.50614e-14	-0.000126646
0.055	2	4.20062e-06	-8.24993e-06
0.06	0	5.94884e-05	-0.000118389
0.06	1	5.33894e-14	-0.000126613
0.06	2	4.20062e-06	-8.22423e-06
0.065	0	5.94804e-05	-0.000118381
0.065	1	6.23574e-14	-0.000126577
0.065	2	4.20062e-06	-8.19656e-06
0.07	0	5.94718e-05	-0.000118372
0.07	1	7.19453e-14	-0.000126539
0.07	2	4.20062e-06	-8.16699e-06
0.075	0	5.94627e-05	-0.000118363
0.075	1	8.21324e-14	-0.000126498
0.075	2	4.20062e-06	-8.13559e-06
0.08	0	5.94529e-05	-0.000118353
0.08	1	9.28969e-14	-0.000126456
0.08	2	4.20062e-06	-8.10241e-06
0.085	0	5.94426e-05	-0.000118343
0.085	1	1.04216e-13	-0.00012641
0.085	2	4.20062e-06	-8.06754e-06
0.09	0	5.94318e-05	-0.000118332
0.09	1	1.16067e-13	-0.000126363
0.09	2	4.20062e-06	-8.03104e-06
0.095	0	5.94203e-05	-0.000118321
0.095	1	1.28426e-13	-0.000126314
0.095	2	4.20062e-06	-7.99299e-06
0.1	0	5.94084e-05	-0.000118309
0.1	1	1.41269e-13	-0.000126262
0.1	2	4.20062e-06	-7.95347e-06
0.105	0	5.93959e-05	-0.000118296
0.105	1	1.54571e-13	-0.000126209
0.105	2	4.20062e-06	-7.91254e-06
0.11	0	5.93829e-05	-0.000118283
0.11	1	1.68308e-13	-0.000126153
0.11	2	4.20062e-06	-7.87028e-06
0.115	0	5.93694e-05	-0.00011827
0.115	1	1.82455e-13	-0.000126096
0.115	2	4.20062e-06	-7.82678e-06
0.12	0	5.93554e-05	-0.000118256
0.12	1	1.96987e-13	-0.000126038
0.12	2	4.20062e-06	-7.78211e-06
0.125	0	5.9341e-05	-0.000118241
0.125	1	2.11879e-13	-0.000125978
0.125	2	4.20062e-06	-7.73634e-06
0.13	0	5.93261e-05	-0.000118226
0.13	1	2.27107e-13	-0.000125916
0.13	2	4.20062e-06	-7.68955e-06
0.135	0	5.93107e-05	-0.000118211
0.135	1	2.42647e-13	-0.000125853
0.135	2	4.20062e-06	-7.64181e-06
0.14	0	5.9295e-05	-0.000118195
0.14	1	2.58475e-13	-0.000125788
0.14	2	4.20062e-06	-7.5932e-06
0.145	0	5.92788e-05	-0.000118179
0.145	1	2.74567e-13	-0.000125723
0.145	2	4.20062e-06	-7.54379e-06
0.15	0	5.92622e-05	-0.000118162
0.15	1	2.90901e-13	-0.000125656
0.15	2	4.20062e-06	-7.49365e-06
0.155	0	5.92453e-05	-0.000118146
0.155	1	3.07455e-13	-0.000125588
0.155	2	4.20062e-06	-7.44285e-06
0.16	0	5.92279e-05	-0.000118128
0.16	1	3.24205e-13	-0.00012552
0.16	2	4.20062e-06	-7.39145e-06
0.165	0	5.92103e-05	-0.000118111
0.165	1	3.41132e-13	-0.00012545
0.165	2	4.20062e-06	-7.33951e-06
0.17	0	5.91923e-05	-0.000118093
0.17	1	3.58214e-13	-0.00012538
0.17	2	4.20062e-06	-7.28711e-06
0.175	0	5.91741e-05	-0.000118074
0.175	1	3.75433e-13	-0.000125309
0.175	2	4.20062e-06	-7.23431e-06
0.18	0	5.91555e-05	-0.000118056
0.18	1	3.92768e-13	-0.000125237
0.18	2	4.20062e-06	-7.18115e-06
0.185	0	5.91367e-05	-0.000118037
0.185	1	4.10201e-13	-0.000125165
0.185	2	4.20062e-06	-7.1277e-06
0.19	0	5.91176e-05	-0.000118018
0.19	1	4.27715e-13	-0.000125092
0.19	2	4.20062e-06	-7.074e-06
0.195	0	5.90983e-05	-0.000117998
0.195	1	4.45293e-13	-0.000125019
0.195	2	4.20062e-06	-7.02012e-06
0.2	0	5.90787e-05	-0.000117979
0.2	1	4.62918e-13	-0.000124945
0.2	2	4.20062e-06	-6.9661e-06
0.205	0	5.9059e-05	-0.000117959
0.205	1	4.80576e-13	-0.000124871
0.205	2	4.20062e-06	-6.91199e-06
0.21	0	5.90391e-05	-0.000117939
0.21	1	4.98251e-13	-0.000124797
0.21	2	4.20062e-06	-6.85783e-06
0.215	0	5.90191e-05	-0.000117919
0.215	1	5.1593e-13	-0.000124723
0.215	2	4.20062e-06	-6.80366e-06
0.22	0	5.89989e-05	-0.000117899
0.22	1	5.33599e-13	-0.000124649
