0	0	5.9535e-05	-0.000118435
0	1	0	-0.000126824
0	2	4.20062e-06	-8.38924e-06
0.5	0	0.000192306	-2.34974e-05
0.5	1	3.80768e-12	-2.77928e-05
0.5	2	4.20062e-06	-4.2954e-06
1	0	0.000176492	-1.12887e-05
1	1	5.09159e-12	-1.36848e-05
1	2	4.20062e-06	-2.39615e-06
1.5	0	0.000172328	-7.4653e-06
1.5	1	5.45228e-12	-9.1002e-06
1.5	2	4.20062e-06	-1.63491e-06
2	0	0.000170368	-5.58614e-06
2	1	5.60908e-12	-6.82263e-06
2	2	4.20062e-06	-1.2365e-06
2.5	0	0.000169219	-4.46628e-06
2.5	1	5.69502e-12	-5.45936e-06
2.5	2	4.20062e-06	-9.9309e-07
3	0	0.000168463	-3.72201e-06
3	1	5.74889e-12	-4.55136e-06
3	2	4.20062e-06	-8.29352e-07
3.5	0	0.000167925	-3.19118e-06
3.5	1	5.78571e-12	-3.90297e-06
3.5	2	4.20062e-06	-7.11797e-07
4	0	0.000167524	-2.79332e-06
4	1	5.81243e-12	-3.41666e-06
4	2	4.20062e-06	-6.23348e-07
4.5	0	0.000167212	-2.48395e-06
4.5	1	5.83268e-12	-3.03835e-06
4.5	2	4.20062e-06	-5.54409e-07
5	0	0.000166964	-2.23645e-06
5	1	5.84855e-12	-2.73562e-06
5	2	4.20062e-06	-4.99175e-07
5.5	0	0.00016676	-2.03393e-06
5.5	1	5.86132e-12	-2.48786e-06
5.5	2	4.20062e-06	-4.53935e-07
6	0	0.000166591	-1.86512e-06
6	1	5.87181e-12	-2.28132e-06
6	2	4.20062e-06	-4.16204e-07
6.5	0	0.000166447	-1.72224e-06
6.5	1	5.88058e-12	-2.1065e-06
6.5	2	4.20062e-06	-3.84259e-07
7	0	0.000166325	-1.59975e-06
7	1	5.88803e-12	-1.95661e-06
7	2	4.20062e-06	-3.56863e-07
7.5	0	0.000166218	-1.49355e-06
7.5	1	5.89443e-12	-1.82666e-06
7.5	2	4.20062e-06	-3.33111e-07
8	0	0.000166125	-1.4006e-06
8	1	5.89998e-12	-1.71292e-06
8	2	4.20062e-06	-3.12321e-07
8.5	0	0.000166043	-1.31857e-06
8.5	1	5.90485e-12	-1.61254e-06
8.5	2	4.20062e-06	-2.93973e-07
9	0	0.00016597	-1.24562e-06
9	1	5.90915e-12	-1.52328e-06
9	2	4.20062e-06	-2.77659e-07
9.5	0	0.000165904	-1.18034e-06
9.5	1	5.91298e-12	-1.4434e-06
9.5	2	4.20062e-06	-2.63061e-07
10	0	0.000165845	-1.12157e-06
10	1	5.91641e-12	-1.37149e-06
10	2	4.20062e-06	-2.49919e-07
10.5	0	0.000165792	-1.06838e-06
10.5	1	5.9195e-12	-1.30641e-06
10.5	2	4.20062e-06	-2.38028e-07
11	0	0.000165744	-1.02002e-06
11	1	5.9223e-12	-1.24724e-06
11	2	4.20062e-06	-2.27217e-07
11.5	0	0.0001657	-9.75851e-07
11.5	1	5.92484e-12	-1.19319e-06
11.5	2	4.20062e-06	-2.17345e-07
12	0	0.000165659	-9.35353e-07
12	1	5.92717e-12	-1.14365e-06
12	2	4.20062e-06	-2.08294e-07
12.5	0	0.000165622	-8.98087e-07
12.5	1	5.9293e-12	-1.09805e-06
12.5	2	4.20062e-06	-1.99968e-07
13	0	0.000165587	-8.6368e-07
13	1	5.93126e-12	-1.05596e-06
13	2	4.20062e-06	-1.92281e-07
13.5	0	0.000165555	-8.31815e-07
13.5	1	5.93308e-12	-1.01698e-06
13.5	2	4.20062e-06	-1.85163e-07
14	0	0.000165526	-8.02221e-07
14	1	5.93475e-12	-9.80773e-07
14	2	4.20062e-06	-1.78553e-07
14.5	0	0.000165498	-7.74662e-07
14.5	1	5.93631e-12	-9.4706e-07
14.5	2	4.20062e-06	-1.72398e-07
15	0	0.000165472	-7.48936e-07
15	1	5.93777e-12	-9.15589e-07
15	2	4.20062e-06	-1.66654e-07
15.5	0	0.000165448	-7.24865e-07
15.5	1	5.93912e-12	-8.86144e-07
15.5	2	4.20062e-06	-1.6128e-07
16	0	0.000165426	-7.02295e-07
16	1	5.94039e-12	-8.58536e-07
16	2	4.20062e-06	-1.56242e-07
16.5	0	0.000165405	-6.81089e-07
16.5	1	5.94158e-12	-8.32598e-07
16.5	2	4.20062e-06	-1.51509e-07
17	0	0.000165385	-6.61128e-07
17	1	5.9427e-12	-8.08181e-07
17	2	4.20062e-06	-1.47054e-07
17.5	0	0.000165366	-6.42304e-07
17.5	1	5.94376e-12	-7.85158e-07
17.5	2	4.20062e-06	-1.42854e-07
18	0	0.000165348	-6.24524e-07
18	1	5.94475e-12	-7.6341e-07
18	2	4.20062e-06	-1.38887e-07
18.5	0	0.000165331	-6.07702e-07
18.5	1	5.94569e-12	-7.42836e-07
18.5	2	4.20062e-06	-1.35134e-07
19	0	0.000165315	-5.91764e-07
19	1	5.94658e-12	-7.23342e-07
19	2	4.20062e-06	-1.31579e-07
19.5	0	0.0001653	-5.76641e-07
19.5	1	5.94742e-12	-7.04846e-07
19.5	2	4.20062e-06	-1.28206e-07
20	0	0.000165286	-5.62272e-07
20	1	5.94822e-12	-6.87273e-07
20	2	4.20062e-06	-1.25001e-07
20.5	0	0.000165272	-5.48602e-07
20.5	1	5.94897e-12	-6.70555e-07
20.5	2	4.20062e-06	-1.21953e-07
21	0	0.000165259	-5.35582e-07
21	1	5.9497e-12	-6.54632e-07
21	2	4.20062e-06	-1.1905e-07
21.5	0	0.000165247	-5.23166e-07
21.5	1	5.95038e-12	-6.39448e-07
21.5	2	4.20062e-06	-1.16282e-07
22	0	0.000165235	-5.11313e-07
22	1	5.95104e-12	-6.24953e-07
22	2	4.20062e-06	-1.1364e-07
22.5	0	0.000165223	-4.99986e-07
