0	0	5.9535e-05	-0.000118435
0	1	0	-0.000126824
0	2	4.20062e-06	-8.38924e-06
0.1	0	5.74777e-05	-0.000116075
0.1	1	1.52307e-13	-0.000124028
0.1	2	4.20062e-06	-7.95346e-06
0.2	0	5.25573e-05	-0.000110605
0.2	1	5.34921e-13	-0.000117571
0.2	2	4.20062e-06	-6.9661e-06
0.3	0	4.72475e-05	-0.000104897
0.3	1	9.63812e-13	-0.00011081
0.3	2	4.20062e-06	-5.91257e-06
0.4	0	4.3318e-05	-0.000100761
0.4	1	1.33189e-12	-0.000105774
0.4	2	4.20062e-06	-5.01238e-06
0.5	0	4.14998e-05	-9.88671e-05
0.5	1	1.62074e-12	-0.000103163
0.5	2	4.20062e-06	-4.2954e-06
0.6	0	4.19836e-05	-9.93702e-05
0.6	1	1.84316e-12	-0.000103102
0.6	2	4.20062e-06	-3.7321e-06
0.7	0	4.47271e-05	-0.000102237
0.7	1	2.01568e-12	-0.000105524
0.7	2	4.20062e-06	-3.28639e-06
0.8	0	4.93724e-05	-0.000107162
0.8	1	2.15166e-12	-0.000110091
0.8	2	4.20062e-06	-2.92874e-06
0.9	0	5.48022e-05	-0.000113074
0.9	1	2.26075e-12	-0.000115712
0.9	2	4.20062e-06	-2.63727e-06
1	0	5.88107e-05	-0.000117598
1	1	2.34979e-12	-0.000119994
1	2	4.20062e-06	-2.39615e-06
1.1	0	5.91583e-05	-0.000117999
1.1	1	2.42361e-12	-0.000120193
1.1	2	4.20062e-06	-2.1939e-06
1.2	0	5.56291e-05	-0.000113995
1.2	1	2.48567e-12	-0.000116017
1.2	2	4.20062e-06	-2.02215e-06
1.3	0	5.02568e-05	-0.000108112
1.3	1	2.5385e-12	-0.000109987
1.3	2	4.20062e-06	-1.87468e-06
1.4	0	4.53773e-05	-0.000102921
1.4	1	2.58396e-12	-0.000104668
1.4	2	4.20062e-06	-1.74679e-06
1.5	0	4.22835e-05	-9.96823e-05
1.5	1	2.62345e-12	-0.000101317
1.5	2	4.20062e-06	-1.63491e-06
1.6	0	4.14201e-05	-9.87843e-05
1.6	1	2.65807e-12	-0.000100321
1.6	2	4.20062e-06	-1.53627e-06
1.7	0	4.28651e-05	-0.000100289
1.7	1	2.68865e-12	-0.000101737
1.7	2	4.20062e-06	-1.44867e-06
1.8	0	4.64771e-05	-0.000104081
1.8	1	2.71584e-12	-0.000105452
1.8	2	4.20062e-06	-1.3704e-06
1.9	0	5.16495e-05	-0.000109617
1.9	1	2.74018e-12	-0.000110917
1.9	2	4.20062e-06	-1.30005e-06
2	0	5.6802e-05	-0.00011531
2	1	2.76207e-12	-0.000116547
2	2	4.20062e-06	-1.2365e-06
2.1	0	5.94762e-05	-0.000118367
2.1	1	2.78188e-12	-0.000119546
2.1	2	4.20062e-06	-1.17881e-06
2.2	0	5.80733e-05	-0.000116753
2.2	1	2.79988e-12	-0.000117879
2.2	2	4.20062e-06	-1.12622e-06
2.3	0	5.3457e-05	-0.00011159
2.3	1	2.81631e-12	-0.000112668
2.3	2	4.20062e-06	-1.07808e-06
2.4	0	4.80579e-05	-0.000105758
2.4	1	2.83136e-12	-0.000106792
2.4	2	4.20062e-06	-1.03385e-06
2.5	0	4.38291e-05	-0.000101296
2.5	1	2.84519e-12	-0.000102289
2.5	2	4.20062e-06	-9.93091e-07
2.6	0	4.16421e-05	-9.9015e-05
2.6	1	2.85796e-12	-9.99704e-05
2.6	2	4.20062e-06	-9.55401e-07
2.7	0	4.17453e-05	-9.91223e-05
2.7	1	2.86977e-12	-0.000100043
2.7	2	4.20062e-06	-9.20449e-07
2.8	0	4.41298e-05	-0.000101611
2.8	1	2.88073e-12	-0.000102499
2.8	2	4.20062e-06	-8.87951e-07
2.9	0	4.85118e-05	-0.000106242
2.9	1	2.89093e-12	-0.0001071
2.9	2	4.20062e-06	-8.57658e-07
3	0	5.39373e-05	-0.000112118
3	1	2.90044e-12	-0.000112948
3	2	4.20062e-06	-8.29353e-07
3.1	0	5.83589e-05	-0.00011708
3.1	1	2.90933e-12	-0.000117882
3.1	2	4.20062e-06	-8.02849e-07
3.2	0	5.93955e-05	-0.000118274
3.2	1	2.91766e-12	-0.000119051
3.2	2	4.20062e-06	-7.77979e-07
3.3	0	5.64061e-05	-0.000114865
3.3	1	2.92548e-12	-0.000115619
3.3	2	4.20062e-06	-7.54598e-07
3.4	0	5.11576e-05	-0.000109084
3.4	1	2.93284e-12	-0.000109817
3.4	2	4.20062e-06	-7.32576e-07
3.5	0	4.60777e-05	-0.000103659
3.5	1	2.93977e-12	-0.000104371
3.5	2	4.20062e-06	-7.11798e-07
3.6	0	4.26443e-05	-0.000100058
3.6	1	2.94631e-12	-0.00010075
3.6	2	4.20062e-06	-6.92162e-07
3.7	0	4.14031e-05	-9.87666e-05
3.7	1	2.9525e-12	-9.94402e-05
3.7	2	4.20062e-06	-6.73577e-07
3.8	0	4.24716e-05	-9.98782e-05
3.8	1	2.95836e-12	-0.000100534
3.8	2	4.20062e-06	-6.55961e-07
3.9	0	4.57509e-05	-0.000103315
3.9	1	2.96391e-12	-0.000103954
3.9	2	4.20062e-06	-6.39241e-07
4	0	5.07436e-05	-0.000108637
4	1	2.96918e-12	-0.00010926
4	2	4.20062e-06	-6.23349e-07
4.1	0	5.60573e-05	-0.000114473
4.1	1	2.9742e-12	-0.000115082
4.1	2	4.20062e-06	-6.08226e-07
4.2	0	5.93009e-05	-0.000118164
4.2	1	2.97897e-12	-0.000118758
4.2	2	4.20062e-06	-5.93818e-07
4.3	0	5.85782e-05	-0.000117331
4.3	1	2.98352e-12	-0.000117911
4.3	2	4.20062e-06	-5.80075e-07
4.4	0	5.43373e-05	-0.00011256
4.4	1	2.98786e-12	-0.000113127
