0	1	3e-06	1	0	0	0	6.3	0
0.05	1	3e-06	0.950652	0.315	0	-1.92106	5.99048	0
0.1	1	3e-06	0.807894	0.599048	0	-3.6389	5.09983	0
0.15	1	3e-06	0.586762	0.824983	0	-4.98078	3.73394	0
0.2	1	3e-06	0.309816	0.972443	0	-5.82656	2.04639	0
0.25	1	3e-06	0.00410691	1.02962	0	-6.1179	0.212623	0
0.3	1	3e-06	-0.301974	0.993705	0	-5.85557	-1.59382	0
0.35	1	3e-06	-0.58145	0.870241	0	-5.08897	-3.21846	0
0.4	1	3e-06	-0.81087	0.671859	0	-3.90307	-4.53548	0
0.45	1	3e-06	-0.971756	0.416693	0	-2.40633	-5.45126	0
0.5	1	3e-06	-1.0515	0.126734	0	-0.721409	-5.90447	0
0.55	1	3e-06	-1.0439	-0.173754	0	1.02145	-5.86505	0
0.6	1	3e-06	-0.949358	-0.459772	0	2.6891	-5.33373	0
0.65	1	3e-06	-0.774987	-0.707127	0	4.14984	-4.34269	0
0.7	1	3e-06	-0.534374	-0.894041	0	5.279	-2.95739	0
0.75	1	3e-06	-0.247087	-1.00287	0	5.96707	-1.27819	0
0.8	1	3e-06	0.0623331	-1.02186	0	6.13106	0.560049	0
0.85	1	3e-06	0.36602	-0.946861	0	5.72841	2.3933	0
0.9	1	3e-06	0.635174	-0.78253	0	4.77077	4.04099	0
0.95	1	3e-06	0.843096	-0.542762	0	3.33304	5.32674	0
1	1	3e-06	0.968478	-0.249856	0	1.55232	6.10458	0
1.05	1	3e-06	0.998329	0.067696	0	-0.386467	6.28435	0
1.1	1	3e-06	0.929831	0.378579	0	-2.27688	5.84841	0
1.15	1	3e-06	0.770641	0.652537	0	-3.92248	4.85369	0
1.2	1	3e-06	0.537584	0.863948	0	-5.16474	3.41889	0
1.25	1	3e-06	0.254167	0.994426	0	-5.90033	1.70188	0
1.3	1	3e-06	-0.0524495	1.03414	0	-6.0857	-0.125125	0
1.35	1	3e-06	-0.354403	0.981913	0	-5.7316	-1.89634	0
1.4	1	3e-06	-0.625609	0.844502	0	-4.89224	-3.4662	0
1.45	1	3e-06	-0.843627	0.635294	0	-3.65346	-4.7165	0
1.5	1	3e-06	-0.990955	0.372852	0	-2.12254	-5.55887	0
1.55	1	3e-06	-1.05588	0.0794064	0	-0.42072	-5.93493	0
1.6	1	3e-06	-1.03303	-0.220641	0	1.32207	-5.81619	0
1.65	1	3e-06	-0.923674	-0.502212	0	2.97148	-5.20494	0
1.7	1	3e-06	-0.73588	-0.741135	0	4.39339	-4.13639	0
1.75	1	3e-06	-0.484335	-0.915851	0	5.46076	-2.68149	0
1.8	1	3e-06	-0.189804	-1.00928	0	6.06357	-0.94899	0
1.85	1	3e-06	0.122023	-1.01075	0	6.1224	0.916011	0
1.9	1	3e-06	0.422437	-0.917683	0	5.60391	2.73979	0
1.95	1	3e-06	0.682414	-0.736771	0	4.53454	4.3362	0
2	1	3e-06	0.875891	-0.484063	0	3.00702	5.53085	0
2.05	1	3e-06	0.983116	-0.183686	0	1.17457	6.18876	0
2.1	1	3e-06	0.993348	0.134813	0	-0.76858	6.2379	0
2.15	1	3e-06	0.906258	0.440104	0	-2.6165	5.68104	0
2.2	1	3e-06	0.731698	0.702917	0	-4.18257	4.59209	0
2.25	1	3e-06	0.488	0.899313	0	-5.32358	3.0993	0
2.3	1	3e-06	0.19934	1.01285	0	-5.95206	1.36191	0
2.35	1	3e-06	-0.107206	1.0355	0	-6.03713	-0.452712	0
2.4	1	3e-06	-0.404373	0.967576	0	-5.59728	-2.18661	0
2.45	1	3e-06	-0.666934	0.816842	0	-4.68989	-3.70215	0
2.5	1	3e-06	-0.873363	0.597361	0	-3.40097	-4.8873	0
2.55	1	3e-06	-1.00703	0.328113	0	-1.83682	-5.65752	0
2.6	1	3e-06	-1.05704	0.031609	0	-0.11816	-5.95645	0
2.65	1	3e-06	-1.01885	-0.267532	0	1.62424	-5.75693	0
2.7	1	3e-06	-0.89462	-0.544084	0	3.25365	-5.06327	0
2.75	1	3e-06	-0.693481	-0.77386	0	4.63278	-3.91481	0
2.8	1	3e-06	-0.431342	-0.935565	0	5.63213	-2.38963	0
2.85	1	3e-06	-0.130268	-1.01282	0	6.14222	-0.606418	0
2.9	1	3e-06	0.18288	-0.996207	0	6.08926	1.27857	0
2.95	1	3e-06	0.478658	-0.884966	0	5.45171	3.0824	0
3	1	3e-06	0.728051	-0.687966	0	4.27292	4.61559	0
3.05	1	3e-06	0.905949	-0.423407	0	2.66385	5.70907	0
3.1	1	3e-06	0.994436	-0.11706	0	0.792081	6.24204	0
3.15	1	3e-06	0.985158	0.200796	0	-1.14228	6.16213	0
3.2	1	3e-06	0.880209	0.499153	0	-2.93746	5.49165	0
3.25	1	3e-06	0.691412	0.749961	0	-4.41889	4.31875	0
3.3	1	3e-06	0.438319	0.931029	0	-5.45885	2.77809	0
3.35	1	3e-06	0.145527	1.02777	0	-5.98426	1.02788	0
3.4	1	3e-06	-0.160106	1.03382	0	-5.97465	-0.770262	0
3.45	1	3e-06	-0.451938	0.950744	0	-5.45426	-2.46584	0
3.5	1	3e-06	-0.705532	0.787233	0	-4.48245	-3.9279	0
3.55	1	3e-06	-0.900182	0.557954	0	-3.1451	-5.04916	0
3.6	1	3e-06	-1.02004	0.282318	0	-1.54805	-5.74773	0
3.65	1	3e-06	-1.05499	-0.0168198	0	0.187501	-5.96861	0
3.7	1	3e-06	-1.00129	-0.314543	0	1.92871	-5.68595	0
3.75	1	3e-06	-0.862116	-0.585415	0	3.53538	-4.90687	0
3.8	1	3e-06	-0.647753	-0.80523	0	4.86649	-3.67626	0
3.85	1	3e-06	-0.375467	-0.95304	0	5.79051	-2.08105	0
3.9	1	3e-06	-0.0687022	-1.01334	0	6.20002	-0.251357	0
3.95	1	3e-06	0.244535	-0.978176	0	6.0293	1.64503	0
4	1	3e-06	0.534228	-0.848833	0	5.27125	3.41725	0
4.05	1	3e-06	0.77166	-0.636451	0	3.98765	4.8753	0
4.1	1	3e-06	0.932992	-0.361303	0	2.30722	5.85902	0
4.15	1	3e-06	1.00238	-0.0505487	0	0.409233	6.26443	0
4.2	1	3e-06	0.973916	0.265141	0	-1.50405	6.05932	0
4.25	1	3e-06	0.851976	0.555383	0	-3.23817	5.28375	0
4.3	1	3e-06	0.650098	0.793515	0	-4.63196	4.03711	0
4.35	1	3e-06	0.38878	0.959094	0	-5.57255	2.45754	0
4.4	1	3e-06	0.0928432	1.03927	0	-5.9994	0.700541	0
4.45	1	3e-06	-0.21116	1.02915	0	-5.90033	-1.07838	0
4.5	1	3e-06	-0.497189	0.931431	0	-5.30367	-2.73539	0
4.55	1	3e-06	-0.741526	0.75561	0	-4.26996	-4.14492	0
4.6	1	3e-06	-0.924185	0.51694	0	-2.88502	-5.20306	0
4.65	1	3e-06	-1.03003	0.235304	0	-1.25496	-5.82961	0
4.7	1	3e-06	-1.04968	-0.0660211	0	0.497382	-5.97049	0
4.75	1	3e-06	-0.98029	-0.361745	0	2.23586	-5.60153	0
4.8	1	3e-06	-0.826095	-0.626174	0	3.81587	-4.73376	0
4.85	1	3e-06	-0.598703	-0.835121	0	5.09246	-3.41926	0
4.9	1	3e-06	-0.31685	-0.968101	0	5.93294	-1.75561	0
4.95	1	3e-06	-0.00540935	-1.01068	0	6.23399	0.11452	0
5	1	3e-06	0.306549	-0.956649	0	5.94073	2.01203	0
5.05	1	3e-06	0.588664	-0.809479	0	5.06286	3.74019	0
5.1	1	3e-06	0.812835	-0.582629	0	3.68139	5.1119	0
5.15	1	3e-06	0.956803	-0.298289	0	1.94127	5.97927	0
5.2	1	3e-06	1.00696	0.0152972	0	0.0301658	6.25695	0
5.25	1	3e-06	0.959819	0.327406	0	-1.85116	5.93235	0
5.3	1	3e-06	0.821846	0.608532	0	-3.51797	5.06089	0
5.35	1	3e-06	0.608022	0.833494	0	-4.82295	3.75013	0
5.4	1	3e-06	0.339551	0.983544	0	-5.66691	2.13928	0
5.45	1	3e-06	0.041331	1.04742	0	-5.99981	0.380028	0
5.5	1	3e-06	-0.26043	1.02155	0	-5.81583	-1.37803	0
5.55	1	3e-06	-0.540252	0.909619	0	-5.14614	-2.9967	0
5.6	1	3e-06	-0.775044	0.721877	0	-4.05204	-4.35447	0
5.65	1	3e-06	-0.945456	0.474172	0	-2.61964	-5.34959	0
5.7	1	3e-06	-1.03701	0.186918	0	-0.95626	-5.90275	0
5.75	1	3e-06	-1.04108	-0.116103	0	0.812383	-5.96073	0
5.8	1	3e-06	-0.95577	-0.409156	0	2.54563	-5.50171	0
5.85	1	3e-06	-0.786519	-0.666274	0	4.09375	-4.54199	0
5.9	1	3e-06	-0.546395	-0.863354	0	5.30807	-3.14275	0
5.95	1	3e-06	-0.255712	-0.980549	0	6.05619	-1.41387	0
6	1	3e-06	0.0592246	-1.00474	0	6.24142	0.488726	0
6.05	1	3e-06	0.36843	-0.931676	0	5.82253	2.37567	0
6.1	1	3e-06	0.641477	-0.767174	0	4.8279	4.04715	0
6.15	1	3e-06	0.85122	-0.526961	0	3.35757	5.32262	0
6.2	1	3e-06	0.977234	-0.234912	0	1.57032	6.06934	0
6.25	1	3e-06	1.00825	0.0799729	0	-0.341462	6.22142	0
6.3	1	3e-06	0.943088	0.38723	0	-2.18171	5.78446	0
6.35	1	3e-06	0.790081	0.658419	0	-3.77697	4.82641	0
6.4	1	3e-06	0.565391	0.869871	0	-4.99352	3.46019	0
6.45	1	3e-06	0.290728	1.00444	0	-5.74421	1.82427	0
6.5	1	3e-06	-0.00903024	1.0523	0	-5.98751	0.0659844	0
6.55	1	3e-06	-0.308023	1.01104	0	-5.72235	-1.67041	0
6.6	1	3e-06	-0.581265	0.885257	0	-4.98184	-3.25118	0
6.65	1	3e-06	-0.806207	0.685918	0	-3.82793	-4.55756	0
6.7	1	3e-06	-0.964058	0.429501	0	-2.34766	-5.48891	0
6.75	1	3e-06	-1.04097	0.137027	0	-0.650694	-5.96631	0
6.8	1	3e-06	-1.02913	-0.16713	0	1.13309	-5.9376	0
6.85	1	3e-06	-0.927664	-0.456732	0	2.85741	-5.38431	0
6.9	1	3e-06	-0.743386	-0.705561	0	4.36703	-4.32978	0
6.95	1	3e-06	-0.490961	-0.88971	0	5.51027	-2.84619	0
