0	1	3e-06	1	0	0	0	3.5	0
0.005	1	3e-06	0.999507	0.0175	0	-0.197444	3.49827	0
0.01	1	3e-06	0.998026	0.0349827	0	-0.395096	3.49308	0
0.015	1	3e-06	0.995556	0.0524308	0	-0.593167	3.48439	0
0.02	1	3e-06	0.992094	0.0698266	0	-0.791868	3.47216	0
0.025	1	3e-06	0.987637	0.0871523	0	-0.991415	3.45633	0
0.03	1	3e-06	0.98218	0.10439	0	-1.19203	3.43681	0
0.035	1	3e-06	0.975717	0.12152	0	-1.39393	3.4135	0
0.04	1	3e-06	0.96824	0.138525	0	-1.59736	3.38627	0
0.045	1	3e-06	0.959743	0.155383	0	-1.80256	3.35497	0
0.05	1	3e-06	0.950215	0.172075	0	-2.00977	3.31943	0
0.055	1	3e-06	0.939645	0.188577	0	-2.21927	3.27942	0
0.06	1	3e-06	0.928022	0.204869	0	-2.43133	3.23473	0
0.065	1	3e-06	0.915332	0.220925	0	-2.64624	3.18505	0
0.07	1	3e-06	0.90156	0.236719	0	-2.86432	3.13009	0
0.075	1	3e-06	0.886689	0.252226	0	-3.08589	3.06946	0
0.08	1	3e-06	0.870701	0.267414	0	-3.31132	3.00276	0
0.085	1	3e-06	0.853576	0.282253	0	-3.54097	2.9295	0
0.09	1	3e-06	0.835291	0.296709	0	-3.77527	2.84912	0
0.095	1	3e-06	0.815823	0.310744	0	-4.01465	2.76098	0
0.1	1	3e-06	0.795145	0.324319	0	-4.25959	2.66434	0
0.105	1	3e-06	0.773227	0.337388	0	-4.51062	2.55833	0
0.11	1	3e-06	0.750038	0.349902	0	-4.7683	2.44196	0
0.115	1	3e-06	0.725544	0.361807	0	-5.03324	2.31404	0
0.12	1	3e-06	0.699706	0.373042	0	-5.30612	2.17318	0
0.125	1	3e-06	0.672483	0.383539	0	-5.58769	2.01775	0
0.13	1	3e-06	0.643829	0.39322	0	-5.87873	1.84578	0
0.135	1	3e-06	0.613696	0.401997	0	-6.18011	1.65491	0
0.14	1	3e-06	0.582028	0.409769	0	-6.49279	1.44229	0
0.145	1	3e-06	0.548768	0.41642	0	-6.81774	1.20444	0
0.15	1	3e-06	0.513851	0.421813	0	-7.15602	0.937027	0
